,0
233,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.637, supp: 0.013, lift: 9.424, conv: 2.566)"
234,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.598, supp: 0.004, lift: 9.393, conv: 2.328)"
235,"{9215 (Calc Flexjoint Differential Bearing), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.951, supp: 0.011, lift: 9.370, conv: 18.419)"
236,"{1417 (Pod Supply Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.647, supp: 0.002, lift: 9.361, conv: 2.637)"
237,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.647, supp: 0.003, lift: 9.361, conv: 2.637)"
238,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.971, supp: 0.002, lift: 9.353, conv: 31.365)"
239,"{9474 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.594, supp: 0.010, lift: 9.335, conv: 2.306)"
240,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1406 (Manifold Regulator Readback Pressure)} (conf: 0.636, supp: 0.002, lift: 9.331, conv: 2.562)"
241,"{1408 (Pod Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.630, supp: 0.002, lift: 9.320, conv: 2.518)"
242,"{2907 (Upper Annular Regulator Pilot Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.630, supp: 0.002, lift: 9.320, conv: 2.518)"
243,"{2904 (Manifold Annular Regulator Pilot Pressure), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.592, supp: 0.002, lift: 9.301, conv: 2.294)"
244,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1408 (Pod Pressure), 1417 (Pod Supply Pressure)} (conf: 0.630, supp: 0.003, lift: 9.288, conv: 2.520)"
245,"{2919 (Wellhead Connector Regulator Readback Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.627, supp: 0.002, lift: 9.288, conv: 2.503)"
246,"{1405 (Riser Connector Primary Lock Readback Pressure), 1417 (Pod Supply Pressure)} -> {1406 (Manifold Regulator Readback Pressure)} (conf: 0.633, supp: 0.004, lift: 9.280, conv: 2.538)"
247,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.939, supp: 0.002, lift: 9.254, conv: 14.825)"
248,"{1408 (Pod Pressure), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.580, supp: 0.002, lift: 9.250, conv: 2.232)"
249,"{1405 (Riser Connector Primary Lock Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.960, supp: 0.003, lift: 9.243, conv: 22.403)"
250,"{9424 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.579, supp: 0.009, lift: 9.237, conv: 2.227)"
251,"{2922 (60VDC Voltage Readout), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.638, supp: 0.004, lift: 9.234, conv: 2.574)"
252,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.937, supp: 0.013, lift: 9.226, conv: 14.151)"
253,"{1417 (Pod Supply Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.611, supp: 0.002, lift: 9.046, conv: 2.398)"
254,"{9417 (Subsea Differential Bearing), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.825, supp: 0.002, lift: 9.035, conv: 5.193)"
255,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.572, supp: 0.006, lift: 8.995, conv: 2.190)"
256,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.563, supp: 0.005, lift: 8.978, conv: 2.145)"
257,"{1405 (Riser Connector Primary Lock Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.980, supp: 0.003, lift: 8.975, conv: 43.652)"
258,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.979, supp: 0.003, lift: 8.967, conv: 41.870)"
259,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.908, supp: 0.013, lift: 8.942, conv: 9.741)"
260,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.906, supp: 0.002, lift: 8.927, conv: 9.584)"
261,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.971, supp: 0.002, lift: 8.900, conv: 31.180)"
262,"{9207 (Calc Stack Differential Bearing), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.600, supp: 0.002, lift: 8.882, conv: 2.331)"
263,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1408 (Pod Pressure)} (conf: 0.921, supp: 0.002, lift: 8.868, conv: 11.351)"
264,"{9428 (LMRP HPHT Temperature - Raw (C)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.810, supp: 0.002, lift: 8.866, conv: 4.771)"
265,"{1402 (5000 PSI Supply Readback Pressure), 1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.920, supp: 0.003, lift: 8.858, conv: 11.202)"
266,"{9215 (Calc Flexjoint Differential Bearing), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.594, supp: 0.004, lift: 8.794, conv: 2.297)"
267,"{1407 (Upper Annular Regulator Pilot Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.592, supp: 0.002, lift: 8.761, conv: 2.284)"
268,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.603, supp: 0.003, lift: 8.717, conv: 2.342)"
269,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.598, supp: 0.004, lift: 8.647, conv: 2.314)"
270,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.941, supp: 0.003, lift: 8.623, conv: 15.145)"
271,"{2922 (60VDC Voltage Readout), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.548, supp: 0.003, lift: 8.611, conv: 2.071)"
272,"{1407 (Upper Annular Regulator Pilot Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.592, supp: 0.002, lift: 8.562, conv: 2.281)"
273,"{2922 (60VDC Voltage Readout), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.577, supp: 0.004, lift: 8.540, conv: 2.204)"
274,"{2904 (Manifold Annular Regulator Pilot Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.576, supp: 0.002, lift: 8.530, conv: 2.201)"
275,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.534, supp: 0.003, lift: 8.520, conv: 2.012)"
276,"{9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.542, supp: 0.003, lift: 8.512, conv: 2.043)"
277,"{1405 (Riser Connector Primary Lock Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.929, supp: 0.005, lift: 8.508, conv: 12.472)"
278,"{1419 (Wellhead Connector Regulator Readback Pressure), 9224 (Stack HPHT Pressure - Raw (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.574, supp: 0.002, lift: 8.498, conv: 2.189)"
279,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9274 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.572, supp: 0.006, lift: 8.473, conv: 2.180)"
280,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.771, supp: 0.003, lift: 8.462, conv: 3.966)"
281,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.585, supp: 0.002, lift: 8.462, conv: 2.243)"
282,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.537, supp: 0.002, lift: 8.440, conv: 2.023)"
283,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.921, supp: 0.002, lift: 8.439, conv: 11.284)"
284,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure)} -> {1408 (Pod Pressure), 1417 (Pod Supply Pressure)} (conf: 0.571, supp: 0.003, lift: 8.423, conv: 2.175)"
285,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.535, supp: 0.003, lift: 8.411, conv: 2.015)"
286,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.527, supp: 0.002, lift: 8.409, conv: 1.983)"
287,"{1402 (5000 PSI Supply Readback Pressure), 1404 (Manifold Annular Regulator Pilot Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.873, supp: 0.003, lift: 8.402, conv: 7.041)"
288,"{9217 (Subsea Differential Bearing), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.851, supp: 0.003, lift: 8.384, conv: 6.033)"
289,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.524, supp: 0.006, lift: 8.358, conv: 1.970)"
290,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.522, supp: 0.002, lift: 8.331, conv: 1.962)"
291,"{1402 (5000 PSI Supply Readback Pressure), 1408 (Pod Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.906, supp: 0.002, lift: 8.303, conv: 9.502)"
292,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.572, supp: 0.006, lift: 8.280, conv: 2.177)"
293,"{1422 (60VDC Voltage Readout), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9474 (Stack HPHT Pressure - Corrected (PSI))} (conf: 0.518, supp: 0.003, lift: 8.255, conv: 1.943)"
294,"{1404 (Manifold Annular Regulator Pilot Pressure), 1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.897, supp: 0.004, lift: 8.214, conv: 8.612)"
295,"{1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.896, supp: 0.003, lift: 8.208, conv: 8.552)"
296,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.739, supp: 0.002, lift: 8.114, conv: 3.484)"
297,"{9228 (LMRP HPHT Temperature - Raw (C)), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.814, supp: 0.002, lift: 8.018, conv: 4.829)"
298,"{2919 (Wellhead Connector Regulator Readback Pressure), 2922 (60VDC Voltage Readout), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.727, supp: 0.002, lift: 7.965, conv: 3.332)"
299,"{1409 (Upper Annular Regulator Readback Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.725, supp: 0.002, lift: 7.959, conv: 3.305)"
300,"{1405 (Riser Connector Primary Lock Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.823, supp: 0.005, lift: 7.922, conv: 5.057)"
301,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.545, supp: 0.002, lift: 7.891, conv: 2.048)"
302,"{1404 (Manifold Annular Regulator Pilot Pressure), 9274 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.544, supp: 0.002, lift: 7.868, conv: 2.041)"
303,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9424 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.500, supp: 0.005, lift: 7.858, conv: 1.873)"
304,"{1406 (Manifold Regulator Readback Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.811, supp: 0.003, lift: 7.811, conv: 4.750)"
305,"{1408 (Pod Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.792, supp: 0.003, lift: 7.799, conv: 4.313)"
306,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.789, supp: 0.002, lift: 7.777, conv: 4.268)"
307,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.537, supp: 0.002, lift: 7.769, conv: 2.011)"
308,"{1402 (5000 PSI Supply Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.846, supp: 0.006, lift: 7.753, conv: 5.791)"
309,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.706, supp: 0.003, lift: 7.749, conv: 3.090)"
310,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.705, supp: 0.002, lift: 7.716, conv: 3.076)"
311,"{1404 (Manifold Annular Regulator Pilot Pressure), 1405 (Riser Connector Primary Lock Readback Pressure)} -> {1406 (Manifold Regulator Readback Pressure)} (conf: 0.524, supp: 0.002, lift: 7.681, conv: 1.957)"
312,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.700, supp: 0.005, lift: 7.666, conv: 3.029)"
313,"{1402 (5000 PSI Supply Readback Pressure), 1408 (Pod Pressure), 1417 (Pod Supply Pressure)} -> {1406 (Manifold Regulator Readback Pressure)} (conf: 0.523, supp: 0.003, lift: 7.665, conv: 1.952)"
314,"{2919 (Wellhead Connector Regulator Readback Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.699, supp: 0.004, lift: 7.651, conv: 3.015)"
315,"{1417 (Pod Supply Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.776, supp: 0.003, lift: 7.643, conv: 4.009)"
316,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.693, supp: 0.005, lift: 7.608, conv: 2.961)"
317,"{1408 (Pod Pressure), 1409 (Upper Annular Regulator Readback Pressure), 1422 (60VDC Voltage Readout)} -> {1417 (Pod Supply Pressure)} (conf: 0.830, supp: 0.003, lift: 7.606, conv: 5.246)"
318,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9224 (Stack HPHT Pressure - Raw (PSI))} (conf: 0.524, supp: 0.006, lift: 7.582, conv: 1.956)"
319,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.689, supp: 0.002, lift: 7.562, conv: 2.921)"
320,"{1406 (Manifold Regulator Readback Pressure), 1408 (Pod Pressure)} -> {1417 (Pod Supply Pressure)} (conf: 0.825, supp: 0.009, lift: 7.559, conv: 5.091)"
321,"{1419 (Wellhead Connector Regulator Readback Pressure), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.687, supp: 0.003, lift: 7.519, conv: 2.899)"
322,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.660, supp: 0.002, lift: 7.511, conv: 2.680)"
323,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.679, supp: 0.004, lift: 7.459, conv: 2.836)"
324,"{1405 (Riser Connector Primary Lock Readback Pressure), 1406 (Manifold Regulator Readback Pressure)} -> {1408 (Pod Pressure), 1417 (Pod Supply Pressure)} (conf: 0.505, supp: 0.003, lift: 7.448, conv: 1.884)"
325,"{1402 (5000 PSI Supply Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.772, supp: 0.006, lift: 7.432, conv: 3.929)"
326,"{1409 (Upper Annular Regulator Readback Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.772, supp: 0.003, lift: 7.432, conv: 3.929)"
327,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.648, supp: 0.005, lift: 7.381, conv: 2.593)"
328,"{1417 (Pod Supply Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.672, supp: 0.003, lift: 7.373, conv: 2.768)"
329,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9424 (Stack HPHT Pressure - Raw (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.673, supp: 0.003, lift: 7.367, conv: 2.777)"
330,"{2919 (Wellhead Connector Regulator Readback Pressure), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.646, supp: 0.004, lift: 7.351, conv: 2.574)"
331,"{1409 (Upper Annular Regulator Readback Pressure), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.744, supp: 0.002, lift: 7.325, conv: 3.504)"
332,"{1419 (Wellhead Connector Regulator Readback Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.663, supp: 0.004, lift: 7.276, conv: 2.695)"
333,"{9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.663, supp: 0.058, lift: 7.260, conv: 2.695)"
334,"{9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.637, supp: 0.058, lift: 7.260, conv: 2.516)"
335,"{9207 (Calc Stack Differential Bearing), 9277 (LMRP HPHT Pressure - Corrected (PSI))} -> {9227 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.737, supp: 0.003, lift: 7.259, conv: 3.414)"
336,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9228 (LMRP HPHT Temperature - Raw (C))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.660, supp: 0.002, lift: 7.249, conv: 2.676)"
337,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9477 (LMRP HPHT Pressure - Corrected (PSI))} -> {9427 (LMRP HPHT Pressure - Raw (PSI))} (conf: 0.662, supp: 0.003, lift: 7.247, conv: 2.687)"
338,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9274 (Stack HPHT Pressure - Corrected (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.660, supp: 0.002, lift: 7.240, conv: 2.670)"
339,"{1409 (Upper Annular Regulator Readback Pressure), 1417 (Pod Supply Pressure)} -> {1408 (Pod Pressure)} (conf: 0.752, supp: 0.008, lift: 7.236, conv: 3.608)"
340,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.633, supp: 0.002, lift: 7.204, conv: 2.483)"
341,"{1408 (Pod Pressure), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.655, supp: 0.003, lift: 7.192, conv: 2.636)"
342,"{9427 (LMRP HPHT Pressure - Raw (PSI)), 9428 (LMRP HPHT Temperature - Raw (C))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.630, supp: 0.002, lift: 7.170, conv: 2.463)"
343,"{9274 (Stack HPHT Pressure - Corrected (PSI)), 9277 (LMRP HPHT Pressure - Corrected (PSI)), 9474 (Stack HPHT Pressure - Corrected (PSI))} -> {9477 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.630, supp: 0.002, lift: 7.170, conv: 2.463)"
344,"{1402 (5000 PSI Supply Readback Pressure), 1417 (Pod Supply Pressure), 1422 (60VDC Voltage Readout)} -> {1408 (Pod Pressure)} (conf: 0.744, supp: 0.002, lift: 7.159, conv: 3.495)"
345,"{9227 (LMRP HPHT Pressure - Raw (PSI)), 9427 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.651, supp: 0.008, lift: 7.142, conv: 2.601)"
346,"{9224 (Stack HPHT Pressure - Raw (PSI)), 9227 (LMRP HPHT Pressure - Raw (PSI))} -> {9277 (LMRP HPHT Pressure - Corrected (PSI))} (conf: 0.647, supp: 0.013, lift: 7.103, conv: 2.575)"
